processo,setor,ordem,data,resumo,desc_folha
003023/2022,DAE_SEI,25,25/02/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,26,06/04/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,27,11/04/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,28,26/04/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,29,26/04/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,30,26/04/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,31,26/04/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,32,04/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,33,05/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,34,09/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,35,20/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,36,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,37,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,38,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,39,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,40,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,41,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,42,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,43,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,44,30/05/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,45,14/06/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,46,20/06/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,47,22/06/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,48,22/06/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,49,22/06/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,50,04/07/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,51,08/07/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,52,19/07/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,53,25/07/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,54,25/07/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,55,03/08/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,39,05/08/2022,CONTINUIDADE DA EXECUÇÃO...,False
000119/2022,DAE_SEI,41,05/08/2022,CONTINUIDADE EXECUÇÃO...,False
000115/2022,DAE_SEI,41,05/08/2022,CONTINUIDADE DA EXECUÇÃO...,False
002564/2024,DAE_SEI,2,26/06/2017,Evento do Processo Original,False
002564/2024,DAE_SEI,3,26/06/2017,Evento do Processo Original,False
002564/2024,DAE_SEI,4,19/11/2019,Evento do Processo Original,False
002564/2024,DAE_SEI,5,27/11/2019,Evento do Processo Original,False
002564/2024,DAE_SEI,6,28/11/2019,Evento do Processo Original,False
002564/2024,DAE_SEI,7,29/11/2019,Evento do Processo Original,False
002564/2024,DAE_SEI,8,12/01/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,9,24/02/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,10,22/03/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,11,10/06/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,12,27/07/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,13,27/07/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,14,16/08/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,15,18/08/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,16,03/09/2021,Evento do Processo Original,False
002564/2024,DAE_SEI,17,03/09/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,18,23/02/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,19,23/02/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,20,23/02/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,21,23/02/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,22,15/03/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,23,13/04/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,24,15/06/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,25,15/06/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,26,15/06/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,27,15/06/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,28,16/06/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,29,25/06/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,30,31/08/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,31,31/08/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,32,31/08/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,33,25/10/2021,Evento do Processo Original,False
003659/2022,DAE_SEI,34,19/01/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,35,28/01/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,36,24/02/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,37,04/03/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,38,05/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,39,07/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,40,12/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,41,12/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,42,12/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,43,12/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,44,20/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,45,26/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,46,26/04/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,47,21/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,48,21/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,49,21/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,50,21/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,51,21/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,52,21/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,53,25/07/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,54,04/08/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,55,09/08/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,56,09/08/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,57,17/08/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,58,18/08/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,59,05/10/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,60,10/10/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,61,10/10/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,62,10/10/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,63,10/10/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,64,13/10/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,2,01/08/2017,Evento do Processo Original,False
003668/2022,DAE_SEI,3,01/08/2017,Evento do Processo Original,False
003668/2022,DAE_SEI,4,26/09/2019,Evento do Processo Original,False
003668/2022,DAE_SEI,5,27/09/2019,Evento do Processo Original,False
003668/2022,DAE_SEI,6,18/06/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,7,23/07/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,8,24/07/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,9,27/07/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,10,27/07/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,11,27/07/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,12,14/10/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,13,22/10/2020,Evento do Processo Original,False
003668/2022,DAE_SEI,14,03/02/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,15,03/02/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,16,03/02/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,17,03/02/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,18,09/02/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,19,24/02/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,20,30/04/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,21,30/04/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,22,30/04/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,23,30/04/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,24,06/05/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,25,24/05/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,26,23/07/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,27,23/07/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,28,23/07/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,29,26/07/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,30,29/09/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,31,02/12/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,32,14/12/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,33,15/12/2021,Evento do Processo Original,False
003668/2022,DAE_SEI,34,21/02/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,35,17/03/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,36,06/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,37,11/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,38,25/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,39,25/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,40,25/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,41,25/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,42,28/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,43,28/04/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,44,02/05/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,45,23/05/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,46,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,47,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,48,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,49,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,50,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,51,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,52,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,53,09/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,54,18/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,55,23/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,56,26/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,57,26/08/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,58,05/09/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,59,06/09/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,60,19/09/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,61,19/09/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,62,19/10/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,63,19/10/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,64,19/10/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,65,19/10/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,66,19/10/2022,Evento do Processo Original,False
003668/2022,DAE_SEI,67,20/10/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
002564/2024,DAE_SEI,52,15/08/2024,PROTESTO SEM ÊXITO...,False
002062/2024,DAE_SEI,44,15/08/2024,DESPACHO - PROTESTO SEM ÊXITO...........................................................................................................................,False
003380/2024,DAE_SEI,1,09/09/2024,Capa,False
003380/2024,DAE_SEI,2,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,3,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,4,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,5,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,6,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,7,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,8,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,9,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,10,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,11,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,12,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,13,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,14,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,15,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,16,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,17,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,18,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,19,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,20,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,21,16/07/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,22,10/12/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,23,19/12/2019,Evento do Processo Original,False
003380/2024,DAE_SEI,24,16/01/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,25,12/02/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,26,03/03/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,27,05/03/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,28,10/03/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,29,10/03/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,30,10/03/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,31,16/03/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,32,26/06/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,33,24/09/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,34,24/09/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,35,24/09/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,36,24/09/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,37,24/09/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,38,06/10/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,39,20/10/2020,Evento do Processo Original,False
003380/2024,DAE_SEI,40,25/02/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,41,25/02/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,42,23/03/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,43,31/03/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,44,22/04/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,45,26/07/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,46,26/07/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,47,26/07/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,48,22/10/2021,Evento do Processo Original,False
003380/2024,DAE_SEI,49,26/03/2022,Evento do Processo Original,False
003380/2024,DAE_SEI,50,10/04/2023,Evento do Processo Original,False
003380/2024,DAE_SEI,51,06/02/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,52,09/02/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,53,04/03/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,54,13/03/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,55,26/03/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,56,26/03/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,57,01/04/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,58,04/04/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,59,04/04/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,60,17/04/2024,Evento do Processo Original,False
003380/2024,DAE_SEI,61,17/04/2024,Evento do Processo Original,False
000142/2023,DAE_SEI,31,11/09/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,32,21/09/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,33,28/09/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,34,28/09/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,35,30/09/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,36,02/07/2021,Evento do Processo Original,False
000142/2023,DAE_SEI,37,06/07/2021,Evento do Processo Original,False
000142/2023,DAE_SEI,38,06/11/2021,Evento do Processo Original,False
000142/2023,DAE_SEI,39,18/11/2021,Evento do Processo Original,False
000142/2023,DAE_SEI,40,29/11/2021,Evento do Processo Original,False
000142/2023,DAE_SEI,41,22/02/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,42,22/02/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,43,03/04/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,44,11/04/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,45,11/04/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,46,20/04/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,47,20/04/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,48,04/05/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,49,26/05/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,50,07/06/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,51,07/06/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,52,30/07/2022,Evento do Processo Original,False
000142/2023,DAE_SEI,53,26/01/2023,Evento do Processo Original,False
000142/2023,DAE_SEI,54,01/02/2023,Evento do Processo Original,False
000142/2023,DAE_SEI,55,06/03/2023,Evento do Processo Original,False
000101/2022,DAE_SEI,1,06/04/2022,Capa,False
000115/2022,DAE_SEI,1,06/04/2022,Capa,False
000115/2022,DAE_SEI,40,06/04/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000119/2022,DAE_SEI,1,07/04/2022,Capa,False
000119/2022,DAE_SEI,40,07/04/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000123/2022,DAE_SEI,1,07/04/2022,Capa,False
000123/2022,DAE_SEI,38,07/04/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000133/2022,DAE_SEI,1,08/04/2022,Capa,False
000134/2022,DAE_SEI,1,08/04/2022,Capa,False
000134/2022,DAE_SEI,58,08/04/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
002701/2022,DAE_SEI,1,13/07/2022,Capa,False
003006/2022,DAE_SEI,1,28/07/2022,Capa,False
003023/2022,DAE_SEI,56,05/08/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003078/2022,DAE_SEI,53,12/09/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003078/2022,DAE_SEI,54,12/09/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003064/2022,DAE_SEI,1,15/09/2022,Capa,False
003064/2022,DAE_SEI,57,15/09/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003654/2022,DAE_SEI,1,29/09/2022,Capa,False
003659/2022,DAE_SEI,65,17/10/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003668/2022,DAE_SEI,1,20/10/2022,Capa,False
003687/2022,DAE_SEI,1,24/10/2022,Capa,False
003690/2022,DAE_SEI,1,25/10/2022,Capa,False
003709/2022,DAE_SEI,1,25/11/2022,Capa,False
000130/2023,DAE_SEI,1,17/02/2023,Capa,False
000130/2023,DAE_SEI,54,17/02/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000142/2023,DAE_SEI,1,07/03/2023,Capa,False
000142/2023,DAE_SEI,56,07/03/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003064/2022,DAE_SEI,60,12/09/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003078/2022,DAE_SEI,57,13/09/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000130/2023,DAE_SEI,57,09/10/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000130/2023,DAE_SEI,58,09/10/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003659/2022,DAE_SEI,68,04/12/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003023/2022,DAE_SEI,59,04/12/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000130/2023,DAE_SEI,61,29/01/2024,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000421/2024,DAE_SEI,1,15/02/2024,Capa,False
000101/2022,DAE_SEI,47,01/04/2024,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
000142/2023,DAE_SEI,61,01/04/2024,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
002010/2024,DAE_SEI,1,21/05/2024,Capa,False
002062/2024,DAE_SEI,1,07/06/2024,Capa,False
002564/2024,DAE_SEI,1,11/06/2024,Capa,False
000101/2022,DAE_SEI,52,11/07/2024,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003380/2024,DAE_SEI,66,09/09/2024,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
002701/2022,DAE_SOB,61,06/08/2025,Tramitacao_Processo_Administrativa,False
005310/2017,DE,17,06/12/2017,Termo de Apensamento,False
005310/2017,DE,18,12/12/2017,Termo de Apensamento,False
005310/2017,DE,54,13/02/2020,Termo de Apensamento,False
003709/2022,DE,80,11/01/2025,Processo_distribuicao_relator_TCE,False
000101/2022,DE,60,11/01/2025,Processo_distribuicao_relator_TCE,False
000115/2022,DE,53,11/01/2025,Processo_distribuicao_relator_TCE,False
000133/2022,DE,51,11/01/2025,Processo_distribuicao_relator_TCE,False
002701/2022,DE,58,11/01/2025,Processo_distribuicao_relator_TCE,False
003668/2022,DE,72,11/01/2025,Processo_distribuicao_relator_TCE,False
003687/2022,DE,71,11/01/2025,Processo_distribuicao_relator_TCE,False
003690/2022,DE,80,11/01/2025,Processo_distribuicao_relator_TCE,False
003064/2022,DE,71,11/01/2025,Processo_distribuicao_relator_TCE,False
003654/2022,DE,56,11/01/2025,Capa,False
003654/2022,DE,57,11/01/2025,Processo_distribuicao_relator_TCE,False
000101/2022,DE,61,12/01/2025,Capa,False
000101/2022,DE,62,12/01/2025,Processo_distribuicao_relator_TCE,False
003380/2024,CCD,70,01/12/2025,Envio a Cons. Relator(a) para deliberação acerca de sobrestamento......,False
000101/2022,CCD,68,17/12/2025,Informação instrutiva....,False
000133/2022,CCD,56,06/04/2026,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
002564/2024,CCD,57,19/06/2026,Informação instrutiva....,False
002564/2024,CCD,58,08/07/2026,Informação instrutiva....,False
000119/2022,CCD,55,17/07/2026,Informação instrutiva....,False
000134/2022,CCD,69,17/07/2026,Informação instrutiva....,False
003006/2022,CCD,51,17/07/2026,Informação instrutiva....,False
003709/2022,CCD,83,17/07/2026,Informação instrutiva....,False
005310/2017,COFIN,69,13/04/2022,"À Diretoria de Administração Geral, para conhecimento e deliberação no tocante à sugestão descrita, destarte, sugere-se o retorno do feito ao gabinete do Excelentíssimo Conselheiro Relator para ciência do aqui exposto e para que, se assim julgar necessário, seja providenciada a comprovação pela part",False
005310/2017,DAE_EXP,50,16/01/2020,Despacho de texto livre....,False
005310/2017,DAE_EXP,53,13/02/2020,NOT245/2020,False
005310/2017,DAE_EXP,55,14/02/2020,Espelho de comunicação processual....,False
005310/2017,DAE_EXP,56,14/02/2020,Certidão DAE,False
005310/2017,DAE_EXP,59,06/03/2020,NOT441/2020,False
005310/2017,DAE_EXP,60,23/08/2020,Espelho de comunicação processual....,False
005310/2017,DAE_EXP,61,23/08/2020,Certidão DAE,False
002701/2022,DAE_EXP,44,05/02/2024,Cancelamento de Dívida,False
002701/2022,DAE_EXP,45,05/02/2024,DESPACHO - EXECUTAR MULTA DIÁRIA...,False
002701/2022,DAE_EXP,47,21/02/2024,Citação nº 000237/2024 - DAE -  Nereu Batista Linhares - Presidente do IPERN,False
005310/2017,DAE_EXP,73,27/02/2024,DESPACHO - EXECUTAR MULTA DIÁRIA...,False
002701/2022,DAE_EXP,49,05/04/2024,Processo_apensamento_TCE,False
005310/2017,DAE_MANDA,63,09/10/2020,MANDADO DE INTIMAÇÃO PARA COMUNICAÇÃO DA DECISÃO A DESTINATÁRIO DIVERSO.....................,False
003064/2022,DAE_SEI,62,25/09/2023,Informação de Protesto de Dívida,False
003078/2022,DAE_SEI,60,26/09/2023,Informação de Protesto de Dívida,False
003023/2022,DAE_SEI,57,10/10/2023,Impossibilidade do deconto em folha - ADI 0808846-43.2020.8.200000...,False
003659/2022,DAE_SEI,66,10/10/2023,Impossibilidade do deconto em folha - ADI 0808846-43.2020.8.200000...,False
000130/2023,DAE_SEI,59,11/10/2023,Informação de Protesto de Dívida,False
000130/2023,DAE_SEI,60,06/11/2023,Informação de Protesto de Dívida,False
003064/2022,DAE_SEI,63,16/11/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003078/2022,DAE_SEI,61,16/11/2023,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003064/2022,DAE_SEI,64,17/11/2023,PROTESTO SEM ÊXITO...,False
003078/2022,DAE_SEI,62,17/11/2023,PROTESTO SEM ÊXITO...,False
003659/2022,DAE_SEI,69,07/12/2023,Informação de Protesto de Dívida,False
003023/2022,DAE_SEI,60,07/12/2023,Informação de Protesto de Dívida,False
003659/2022,DAE_SEI,70,28/12/2023,Informação de Protesto de Dívida,False
003023/2022,DAE_SEI,61,28/12/2023,Informação de Protesto de Dívida,False
000130/2023,DAE_SEI,65,29/10/2024,Promover o desconto em folha do débito do gestor...,True
005310/2017,DAE_SEI,77,13/11/2024,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
005310/2017,DAE_SEI,78,08/01/2025,Tramitacao_Processo_Administrativa,False
000101/2022,DAE_SEI,58,08/01/2025,Tramitacao_Processo_Administrativa,False
000115/2022,DAE_SEI,51,08/01/2025,Tramitacao_Processo_Administrativa,False
000119/2022,DAE_SEI,49,08/01/2025,Tramitacao_Processo_Administrativa,False
000123/2022,DAE_SEI,47,08/01/2025,Tramitacao_Processo_Administrativa,False
000133/2022,DAE_SEI,49,08/01/2025,Tramitacao_Processo_Administrativa,False
000134/2022,DAE_SEI,67,08/01/2025,Tramitacao_Processo_Administrativa,False
003006/2022,DAE_SEI,49,08/01/2025,Tramitacao_Processo_Administrativa,False
003023/2022,DAE_SEI,65,08/01/2025,Tramitacao_Processo_Administrativa,False
003078/2022,DAE_SEI,65,08/01/2025,Tramitacao_Processo_Administrativa,False
003064/2022,DAE_SEI,69,08/01/2025,Tramitacao_Processo_Administrativa,False
003654/2022,DAE_SEI,55,08/01/2025,Tramitacao_Processo_Administrativa,False
003659/2022,DAE_SEI,74,08/01/2025,Tramitacao_Processo_Administrativa,False
003668/2022,DAE_SEI,70,08/01/2025,Tramitacao_Processo_Administrativa,False
003686/2022,DAE_SEI,91,08/01/2025,Tramitacao_Processo_Administrativa,False
003687/2022,DAE_SEI,69,08/01/2025,Tramitacao_Processo_Administrativa,False
003690/2022,DAE_SEI,78,08/01/2025,Tramitacao_Processo_Administrativa,False
003701/2022,DAE_SEI,69,08/01/2025,Tramitacao_Processo_Administrativa,False
003709/2022,DAE_SEI,78,08/01/2025,Tramitacao_Processo_Administrativa,False
000142/2023,DAE_SEI,70,08/01/2025,Tramitacao_Processo_Administrativa,False
000421/2024,DAE_SEI,51,08/01/2025,Tramitacao_Processo_Administrativa,False
002010/2024,DAE_SEI,66,08/01/2025,Tramitacao_Processo_Administrativa,False
